,date,Name,WaterVol,Useable_WaterVol,Input_WaterVol,Output_WaterVol,location
119286,2017-01-03,เขื่อนแควน้อย,810,767.10,0.57,4.75,North
119328,2017-01-04,เขื่อนภูมิพล,"7,001","3,201.25",1.69,10.00,North
119329,2017-01-04,เขื่อนสิริกิติ์,"7,243","4,392.80",4.78,22.15,North
119331,2017-01-04,เขื่อนกิ่วลม,98,94.32,2.12,1.52,North
119333,2017-01-04,เขื่อนกิ่วคอหมา,162,156.25,0.24,2.12,North
119334,2017-01-04,เขื่อนแควน้อย,805,762.43,0.9,5.51,North
119376,2017-01-05,เขื่อนภูมิพล,"6,994","3,194.01",3.54,10.00,North
119377,2017-01-05,เขื่อนสิริกิติ์,"7,225","4,374.62",4.74,22.10,North
119379,2017-01-05,เขื่อนกิ่วลม,99,95.03,2.04,1.34,North
119381,2017-01-05,เขื่อนกิ่วคอหมา,161,154.37,0.2,2.08,North
119382,2017-01-05,เขื่อนแควน้อย,800,757.20,0.9,6.05,North
119424,2017-01-06,เขื่อนภูมิพล,"6,987","3,186.78",3.52,10.00,North
119425,2017-01-06,เขื่อนสิริกิติ์,"7,206","4,356.47",4.75,22.08,North
119427,2017-01-06,เขื่อนกิ่วลม,99,95.65,1.97,1.34,North
119429,2017-01-06,เขื่อนกิ่วคอหมา,159,152.76,0.44,2.05,North
119430,2017-01-06,เขื่อนแควน้อย,795,752.40,0.56,5.29,North
119472,2017-01-07,เขื่อนภูมิพล,"6,974","3,174.17",0.0,10.00,North
119473,2017-01-07,เขื่อนสิริกิติ์,"7,188","4,338.34",4.95,22.26,North
119475,2017-01-07,เขื่อนกิ่วลม,100,96.59,2.03,1.09,North
119477,2017-01-07,เขื่อนกิ่วคอหมา,158,151.42,0.56,1.90,North
119478,2017-01-07,เขื่อนแควน้อย,791,748.40,0.82,4.75,North
119520,2017-01-08,เขื่อนภูมิพล,"6,967","3,166.98",3.58,10.00,North
119521,2017-01-08,เขื่อนสิริกิติ์,"7,166","4,315.71",3.24,25.06,North
119523,2017-01-08,เขื่อนกิ่วลม,101,97.58,1.75,0.75,North
119525,2017-01-08,เขื่อนกิ่วคอหมา,157,150.89,0.53,1.06,North
119526,2017-01-08,เขื่อนแควน้อย,787,744.40,0.39,4.32,North
119568,2017-01-09,เขื่อนภูมิพล,"6,960","3,159.80",2.57,9.00,North
119569,2017-01-09,เขื่อนสิริกิติ์,"7,143","4,293.10",3.51,25.30,North
119571,2017-01-09,เขื่อนกิ่วลม,101,97.91,0.95,0.62,North
119573,2017-01-09,เขื่อนกิ่วคอหมา,157,150.35,0.38,0.91,North
119574,2017-01-09,เขื่อนแควน้อย,783,740.40,0.38,4.32,North
119616,2017-01-10,เขื่อนภูมิพล,"6,951","3,150.84",2.83,11.00,North
119617,2017-01-10,เขื่อนสิริกิติ์,"7,121","4,270.54",3.4,25.16,North
119619,2017-01-10,เขื่อนกิ่วลม,102,98.38,1.09,0.62,North
119621,2017-01-10,เขื่อนกิ่วคอหมา,157,150.48,0.69,0.56,North
119622,2017-01-10,เขื่อนแควน้อย,780,737.20,1.12,4.32,North
119664,2017-01-11,เขื่อนภูมิพล,"6,944","3,143.70",4.65,11.00,North
119665,2017-01-11,เขื่อนสิริกิติ์,"7,103","4,252.51",7.78,25.00,North
119667,2017-01-11,เขื่อนกิ่วลม,102,98.46,0.92,0.84,North
119669,2017-01-11,เขื่อนกิ่วคอหมา,157,150.75,0.73,0.47,North
119670,2017-01-11,เขื่อนแควน้อย,779,735.60,0.99,2.59,North
119712,2017-01-12,เขื่อนภูมิพล,"6,938","3,138.35",6.38,11.00,North
119713,2017-01-12,เขื่อนสิริกิติ์,"7,085","4,234.50",7.8,25.00,North
119715,2017-01-12,เขื่อนกิ่วลม,102,98.91,1.7,1.25,North
119717,2017-01-12,เขื่อนกิ่วคอหมา,158,151.42,1.14,0.47,North
119718,2017-01-12,เขื่อนแควน้อย,776,733.20,0.19,2.59,North
119760,2017-01-13,เขื่อนภูมิพล,"6,931","3,131.22",4.55,11.00,North
119761,2017-01-13,เขื่อนสิริกิติ์,"7,067","4,216.51",7.81,24.99,North
119763,2017-01-13,เขื่อนกิ่วลม,103,99.38,1.73,1.26,North
119765,2017-01-13,เขื่อนกิ่วคอหมา,158,152.23,0.98,0.18,North
119766,2017-01-13,เขื่อนแควน้อย,774,730.80,0.25,2.59,North
119808,2017-01-14,เขื่อนภูมิพล,"6,922","3,122.33",3.05,11.00,North
119809,2017-01-14,เขื่อนสิริกิติ์,"7,049","4,198.54",7.85,25.01,North
119811,2017-01-14,เขื่อนกิ่วลม,103,99.39,1.16,1.14,North
119813,2017-01-14,เขื่อนกิ่วคอหมา,159,152.76,0.71,0.18,North
119814,2017-01-14,เขื่อนแควน้อย,772,729.20,1.06,2.59,North
119856,2017-01-15,เขื่อนภูมิพล,"6,915","3,115.24",4.73,11.00,North
119857,2017-01-15,เขื่อนสิริกิติ์,"7,031","4,180.60",7.89,25.03,North
119859,2017-01-15,เขื่อนกิ่วลม,103,99.02,0.77,1.14,North
119861,2017-01-15,เขื่อนกิ่วคอหมา,159,153.03,0.53,0.26,North
119862,2017-01-15,เขื่อนแควน้อย,771,728.00,1.46,2.59,North
119904,2017-01-16,เขื่อนภูมิพล,"6,908","3,108.16",4.72,11.00,North
119905,2017-01-16,เขื่อนสิริกิติ์,"7,013","4,162.68",8.02,25.14,North
119907,2017-01-16,เขื่อนกิ่วลม,102,98.63,0.75,1.14,North
119909,2017-01-16,เขื่อนกิ่วคอหมา,160,153.30,0.51,0.24,North
119910,2017-01-16,เขื่อนแควน้อย,769,726.00,0.66,2.59,North
119952,2017-01-17,เขื่อนภูมิพล,"6,901","3,101.09",4.73,11.00,North
119953,2017-01-17,เขื่อนสิริกิติ์,"6,995","4,144.77",7.91,25.01,North
119955,2017-01-17,เขื่อนกิ่วลม,102,98.14,0.65,1.14,North
119957,2017-01-17,เขื่อนกิ่วคอหมา,160,153.30,0.22,0.22,North
119958,2017-01-17,เขื่อนแควน้อย,768,725.20,1.86,2.59,North
120000,2017-01-18,เขื่อนภูมิพล,"6,892","3,092.27",2.99,11.00,North
120001,2017-01-18,เขื่อนสิริกิติ์,"6,975","4,124.66",6.4,25.71,North
120003,2017-01-18,เขื่อนกิ่วลม,101,97.83,0.45,0.76,North
120005,2017-01-18,เขื่อนกิ่วคอหมา,160,153.70,0.62,0.22,North
120006,2017-01-18,เขื่อนแควน้อย,767,723.60,1.06,2.59,North
120048,2017-01-19,เขื่อนภูมิพล,"6,883","3,083.48",3.07,11.00,North
120049,2017-01-19,เขื่อนสิริกิติ์,"6,955","4,104.57",5.85,25.14,North
120051,2017-01-19,เขื่อนกิ่วลม,101,97.52,0.32,0.63,North
120053,2017-01-19,เขื่อนกิ่วคอหมา,160,153.84,0.36,0.22,North
120054,2017-01-19,เขื่อนแควน้อย,765,721.60,0.66,2.59,North
120096,2017-01-20,เขื่อนภูมิพล,"6,875","3,074.70",2.98,11.00,North
120097,2017-01-20,เขื่อนสิริกิติ์,"6,935","4,084.51",5.95,25.22,North
120099,2017-01-20,เขื่อนกิ่วลม,101,96.98,0.3,0.84,North
120101,2017-01-20,เขื่อนกิ่วคอหมา,160,153.84,0.23,0.23,North
120102,2017-01-20,เขื่อนแควน้อย,762,719.20,0.26,2.59,North
120144,2017-01-21,เขื่อนภูมิพล,"6,864","3,064.20",1.22,11.00,North
120145,2017-01-21,เขื่อนสิริกิติ์,"6,917","4,066.71",8.1,25.11,North
120147,2017-01-21,เขื่อนกิ่วลม,100,96.66,0.64,0.95,North
120149,2017-01-21,เขื่อนกิ่วคอหมา,160,153.84,0.24,0.24,North
120150,2017-01-21,เขื่อนแควน้อย,760,716.80,0.26,2.59,North
120192,2017-01-22,เขื่อนภูมิพล,"6,854","3,053.73",1.26,11.00,North
120193,2017-01-22,เขื่อนสิริกิติ์,"6,899","4,048.92",8.22,25.00,North
120195,2017-01-22,เขื่อนกิ่วลม,100,96.09,0.37,0.95,North
120197,2017-01-22,เขื่อนกิ่วคอหมา,160,153.84,0.24,0.24,North
120198,2017-01-22,เขื่อนแควน้อย,757,714.40,0.26,2.59,North
120240,2017-01-23,เขื่อนภูมิพล,"6,843","3,043.29",1.43,11.00,North
120241,2017-01-23,เขื่อนสิริกิติ์,"6,881","4,031.16",8.18,25.14,North
120243,2017-01-23,เขื่อนกิ่วลม,99,95.34,0.2,0.94,North
120245,2017-01-23,เขื่อนกิ่วคอหมา,160,153.70,0.13,0.26,North
120246,2017-01-23,เขื่อนแควน้อย,755,711.60,0.0,2.59,North
120288,2017-01-24,เขื่อนภูมิพล,"6,833","3,032.88",1.3,11.00,North
120289,2017-01-24,เขื่อนสิริกิติ์,"6,861","4,011.20",5.83,25.00,North
120291,2017-01-24,เขื่อนกิ่วลม,98,94.71,0.09,0.71,North
120293,2017-01-24,เขื่อนกิ่วคอหมา,160,153.57,0.13,0.26,North
120294,2017-01-24,เขื่อนแควน้อย,751,708.00,0.79,4.32,North
120336,2017-01-25,เขื่อนภูมิพล,"6,824","3,024.22",3.07,11.00,North
120337,2017-01-25,เขื่อนสิริกิติ์,"6,839","3,989.05",3.7,25.05,North
120339,2017-01-25,เขื่อนกิ่วลม,98,94.18,0.7,1.23,North
120341,2017-01-25,เขื่อนกิ่วคอหมา,160,153.43,0.13,0.26,North
120342,2017-01-25,เขื่อนแควน้อย,747,704.00,0.4,4.32,North
120384,2017-01-26,เขื่อนภูมิพล,"6,814","3,013.87",1.39,11.00,North
120385,2017-01-26,เขื่อนสิริกิติ์,"6,817","3,966.94",3.8,25.12,North
120387,2017-01-26,เขื่อนกิ่วลม,97,93.31,0.7,1.58,North
120389,2017-01-26,เขื่อนกิ่วคอหมา,160,153.43,0.3,0.30,North
120390,2017-01-26,เขื่อนแควน้อย,743,699.60,0.0,4.32,North
120432,2017-01-27,เขื่อนภูมิพล,"6,802","3,001.82",0.0,11.00,North
120433,2017-01-27,เขื่อนสิริกิติ์,"6,797","3,947.07",4.09,23.18,North
120435,2017-01-27,เขื่อนกิ่วลม,97,93.15,0.86,1.02,North
120437,2017-01-27,เขื่อนกิ่วคอหมา,160,153.30,0.17,0.30,North
120438,2017-01-27,เขื่อนแควน้อย,738,695.20,0.0,4.32,North
120480,2017-01-28,เขื่อนภูมิพล,"6,792","2,991.53",1.53,11.00,North
120481,2017-01-28,เขื่อนสิริกิติ์,"6,777","3,927.22",4.18,23.23,North
120483,2017-01-28,เขื่อนกิ่วลม,97,93.15,0.91,0.91,North
120485,2017-01-28,เขื่อนกิ่วคอหมา,159,153.17,0.17,0.30,North
120486,2017-01-28,เขื่อนแควน้อย,734,691.20,0.4,4.32,North
120528,2017-01-29,เขื่อนภูมิพล,"6,780","2,979.57",0.0,11.00,North
120529,2017-01-29,เขื่อนสิริกิติ์,"6,755","3,905.21",3.92,25.15,North
120531,2017-01-29,เขื่อนกิ่วลม,97,93.00,0.75,0.91,North
120533,2017-01-29,เขื่อนกิ่วคอหมา,159,153.03,0.17,0.30,North
120534,2017-01-29,เขื่อนแควน้อย,730,686.80,0.0,4.32,North
120576,2017-01-30,เขื่อนภูมิพล,"6,769","2,969.34",1.55,11.00,North
120577,2017-01-30,เขื่อนสิริกิติ์,"6,735","3,885.42",5.83,24.83,North
120579,2017-01-30,เขื่อนกิ่วลม,96,92.84,0.75,0.91,North
120581,2017-01-30,เขื่อนกิ่วคอหมา,159,152.76,0.11,0.38,North
120582,2017-01-30,เขื่อนแควน้อย,725,682.00,0.0,4.32,North
120624,2017-01-31,เขื่อนภูมิพล,"6,757","2,957.45",0.0,11.00,North
120625,2017-01-31,เขื่อนสิริกิติ์,"6,716","3,865.66",6.11,25.08,North
120627,2017-01-31,เขื่อนกิ่วลม,96,92.69,0.75,0.91,North
120629,2017-01-31,เขื่อนกิ่วคอหมา,159,152.50,0.11,0.38,North
120630,2017-01-31,เขื่อนแควน้อย,720,677.13,0.74,5.54,North
120672,2017-02-01,เขื่อนภูมิพล,"6,747","2,947.30",1.6,11.00,North
120673,2017-02-01,เขื่อนสิริกิติ์,"6,694","3,843.74",4.16,25.30,North
120675,2017-02-01,เขื่อนกิ่วลม,96,92.22,0.83,1.30,North
120677,2017-02-01,เขื่อนกิ่วคอหมา,158,152.23,0.08,0.35,North
120678,2017-02-01,เขื่อนแควน้อย,715,671.50,0.49,6.05,North
120720,2017-02-02,เขื่อนภูมิพล,"6,732","2,932.12",0.0,11.00,North
120721,2017-02-02,เขื่อนสิริกิติ์,"6,672","3,821.85",4.23,25.06,North
120723,2017-02-02,เขื่อนกิ่วลม,95,91.66,0.88,1.45,North
120725,2017-02-02,เขื่อนกิ่วคอหมา,158,151.96,0.12,0.39,North
120726,2017-02-02,เขื่อนแควน้อย,708,665.13,0.0,6.05,North
120768,2017-02-03,เขื่อนภูมิพล,"6,722","2,922.04",2.05,11.00,North
120769,2017-02-03,เขื่อนสิริกิติ์,"6,648","3,797.82",4.37,27.35,North
120771,2017-02-03,เขื่อนกิ่วลม,95,90.97,0.81,1.50,North
120773,2017-02-03,เขื่อนกิ่วคอหมา,158,151.56,0.0,0.40,North
120774,2017-02-03,เขื่อนแควน้อย,702,659.13,0.12,6.05,North
120816,2017-02-04,เขื่อนภูมิพล,"6,710","2,910.32",0.43,11.00,North
120817,2017-02-04,เขื่อนสิริกิติ์,"6,624","3,773.82",4.13,27.07,North
120819,2017-02-04,เขื่อนกิ่วลม,94,90.53,0.59,1.03,North
120821,2017-02-04,เขื่อนกิ่วคอหมา,158,151.42,0.23,0.36,North
120822,2017-02-04,เขื่อนแควน้อย,697,653.88,0.87,6.05,North
120864,2017-02-05,เขื่อนภูมิพล,"6,700","2,900.30",2.22,11.00,North
120865,2017-02-05,เขื่อนสิริกิติ์,"6,600","3,749.87",4.15,27.05,North
120867,2017-02-05,เขื่อนกิ่วลม,94,90.10,0.51,0.94,North
120869,2017-02-05,เขื่อนกิ่วคอหมา,157,151.29,0.21,0.35,North
120870,2017-02-05,เขื่อนแควน้อย,691,648.25,0.5,6.05,North
120912,2017-02-06,เขื่อนภูมิพล,"6,687","2,887.00",0.0,11.00,North
120913,2017-02-06,เขื่อนสิริกิติ์,"6,576","3,725.95",4.29,27.15,North
120915,2017-02-06,เขื่อนกิ่วลม,93,89.41,0.26,0.94,North
120917,2017-02-06,เขื่อนกิ่วคอหมา,157,150.89,0.0,0.35,North
120918,2017-02-06,เขื่อนแควน้อย,686,643.00,0.87,6.05,North
120960,2017-02-07,เขื่อนภูมิพล,"6,675","2,875.40",0.59,11.00,North
120961,2017-02-07,เขื่อนสิริกิติ์,"6,552","3,702.08",4.23,27.05,North
120963,2017-02-07,เขื่อนกิ่วลม,92,88.79,0.48,1.11,North
120965,2017-02-07,เขื่อนกิ่วคอหมา,157,150.48,0.0,0.37,North
120966,2017-02-07,เขื่อนแควน้อย,681,638.13,0.0,4.32,North
121008,2017-02-08,เขื่อนภูมิพล,"6,666","2,865.50",2.48,11.00,North
121009,2017-02-08,เขื่อนสิริกิติ์,"6,528","3,678.26",4.48,27.26,North
121011,2017-02-08,เขื่อนกิ่วลม,92,88.01,0.59,1.36,North
121013,2017-02-08,เขื่อนกิ่วคอหมา,156,149.95,0.0,0.37,North
121014,2017-02-08,เขื่อนแควน้อย,677,633.63,0.0,4.32,North
121056,2017-02-09,เขื่อนภูมิพล,"6,652","2,852.34",0.0,11.00,North
121057,2017-02-09,เขื่อนสิริกิติ์,"6,504","3,654.47",4.3,27.05,North
121059,2017-02-09,เขื่อนกิ่วลม,91,87.23,0.63,1.41,North
121061,2017-02-09,เขื่อนกิ่วคอหมา,156,150.08,0.43,0.29,North
121062,2017-02-09,เขื่อนแควน้อย,671,628.38,0.88,6.05,North
121104,2017-02-10,เขื่อนภูมิพล,"6,641","2,840.87",0.81,11.00,North
121105,2017-02-10,เขื่อนสิริกิติ์,"6,481","3,630.72",4.43,27.14,North
121107,2017-02-10,เขื่อนกิ่วลม,90,86.39,0.56,1.40,North
121109,2017-02-10,เขื่อนกิ่วคอหมา,156,149.95,0.15,0.29,North
121110,2017-02-10,เขื่อนแควน้อย,667,623.88,0.0,4.32,North
121152,2017-02-11,เขื่อนภูมิพล,"6,629","2,829.45",0.5,10.99,North
121153,2017-02-11,เขื่อนสิริกิติ์,"6,457","3,607.02",4.12,26.78,North
121155,2017-02-11,เขื่อนกิ่วลม,89,85.69,1.0,1.70,North
121157,2017-02-11,เขื่อนกิ่วคอหมา,156,149.68,0.07,0.33,North
121158,2017-02-11,เขื่อนแควน้อย,662,619.00,0.0,4.32,North
121200,2017-02-12,เขื่อนภูมิพล,"6,618","2,818.06",0.99,11.00,North
121201,2017-02-12,เขื่อนสิริกิติ์,"6,433","3,583.36",4.45,27.07,North
121203,2017-02-12,เขื่อนกิ่วลม,88,84.53,0.66,1.81,North
121205,2017-02-12,เขื่อนกิ่วคอหมา,156,149.41,0.07,0.34,North
121206,2017-02-12,เขื่อนแควน้อย,656,613.38,0.0,4.32,North
121248,2017-02-13,เขื่อนภูมิพล,"6,605","2,805.11",0.0,11.00,North
121249,2017-02-13,เขื่อนสิริกิติ์,"6,410","3,559.74",4.72,27.30,North
121251,2017-02-13,เขื่อนกิ่วลม,87,83.42,0.69,1.81,North
121253,2017-02-13,เขื่อนกิ่วคอหมา,155,149.14,0.07,0.34,North
121254,2017-02-13,เขื่อนแควน้อย,652,608.50,0.16,4.97,North
121296,2017-02-14,เขื่อนภูมิพล,"6,597","2,797.04",1.66,11.00,North
121297,2017-02-14,เขื่อนสิริกิติ์,"6,386","3,536.16",4.47,27.02,North
121299,2017-02-14,เขื่อนกิ่วลม,86,81.99,0.37,1.80,North
121301,2017-02-14,เขื่อนกิ่วคอหมา,155,148.74,0.0,0.36,North
121302,2017-02-14,เขื่อนแควน้อย,647,603.50,0.26,5.18,North
121344,2017-02-15,เขื่อนภูมิพล,"6,587","2,787.38",2.52,11.00,North
121345,2017-02-15,เขื่อนสิริกิติ์,"6,360","3,510.49",2.51,27.15,North
121347,2017-02-15,เขื่อนกิ่วลม,85,81.45,0.62,1.17,North
121349,2017-02-15,เขื่อนกิ่วคอหมา,155,148.47,0.1,0.36,North
121350,2017-02-15,เขื่อนแควน้อย,640,596.50,0.0,6.34,North
121392,2017-02-16,เขื่อนภูมิพล,"6,573","2,772.96",0.0,11.00,North
121393,2017-02-16,เขื่อนสิริกิติ์,"6,328","3,478.47",1.01,32.01,North
121395,2017-02-16,เขื่อนกิ่วลม,85,81.17,0.56,0.84,North
121397,2017-02-16,เขื่อนกิ่วคอหมา,154,148.20,0.09,0.36,North
121398,2017-02-16,เขื่อนแควน้อย,630,587.40,0.0,6.91,North
121440,2017-02-17,เขื่อนภูมิพล,"6,560","2,760.20",0.0,11.00,North
121441,2017-02-17,เขื่อนสิริกิติ์,"6,297","3,446.53",1.26,32.17,North
121443,2017-02-17,เขื่อนกิ่วลม,85,81.03,0.68,0.81,North
121445,2017-02-17,เขื่อนกิ่วคอหมา,154,147.53,0.0,0.51,North
121446,2017-02-17,เขื่อนแควน้อย,623,580.40,0.0,5.62,North
121488,2017-02-18,เขื่อนภูมิพล,"6,547","2,747.49",0.06,11.00,North
121489,2017-02-18,เขื่อนสิริกิติ์,"6,265","3,414.66",1.28,32.12,North
121491,2017-02-18,เขื่อนกิ่วลม,85,81.30,0.81,0.81,North
121493,2017-02-18,เขื่อนกิ่วคอหมา,153,147.26,0.14,0.41,North
121494,2017-02-18,เขื่อนแควน้อย,619,576.20,1.05,5.18,North
121536,2017-02-19,เขื่อนภูมิพล,"6,536","2,736.42",1.47,11.00,North
121537,2017-02-19,เขื่อนสิริกิติ์,"6,239","3,389.23",2.8,27.21,North
121539,2017-02-19,เขื่อนกิ่วลม,84,80.90,0.68,0.81,North
121541,2017-02-19,เขื่อนกิ่วคอหมา,153,146.73,0.0,0.35,North
121542,2017-02-19,เขื่อนแควน้อย,614,571.34,0.39,5.18,North
121584,2017-02-20,เขื่อนภูมิพล,"6,525","2,725.40",1.26,11.00,North
121585,2017-02-20,เขื่อนสิริกิติ์,"6,214","3,363.85",2.71,27.07,North
121587,2017-02-20,เขื่อนกิ่วลม,84,80.62,0.75,1.02,North
121589,2017-02-20,เขื่อนกิ่วคอหมา,153,146.59,0.22,0.35,North
121590,2017-02-20,เขื่อนแควน้อย,609,566.39,0.3,5.18,North
121632,2017-02-21,เขื่อนภูมิพล,"6,514","2,714.41",1.21,11.00,North
121633,2017-02-21,เขื่อนสิริกิติ์,"6,189","3,338.52",2.87,27.18,North
121635,2017-02-21,เขื่อนกิ่วลม,83,79.80,0.6,1.42,North
121637,2017-02-21,เขื่อนกิ่วคอหมา,152,146.19,0.0,0.35,North
121638,2017-02-21,เขื่อนแควน้อย,605,562.10,0.96,5.18,North
121680,2017-02-22,เขื่อนภูมิพล,"6,502","2,701.91",0.0,11.00,North
121681,2017-02-22,เขื่อนสิริกิติ์,"6,163","3,313.24",2.81,27.08,North
121683,2017-02-22,เขื่อนกิ่วลม,83,78.97,0.63,1.45,North
121685,2017-02-22,เขื่อนกิ่วคอหมา,152,145.65,0.0,0.53,North
121686,2017-02-22,เขื่อนแควน้อย,600,557.15,0.3,5.18,North
121728,2017-02-23,เขื่อนภูมิพล,"6,491","2,691.02",1.19,11.00,North
121729,2017-02-23,เขื่อนสิริกิติ์,"6,138","3,288.01",2.8,27.02,North
121731,2017-02-23,เขื่อนกิ่วลม,82,78.15,0.62,1.45,North
121733,2017-02-23,เขื่อนกิ่วคอหมา,151,145.25,0.0,0.36,North
121734,2017-02-23,เขื่อนแควน้อย,595,551.87,0.0,5.18,North
121776,2017-02-24,เขื่อนภูมิพล,"6,479","2,678.63",0.0,11.00,North
121777,2017-02-24,เขื่อนสิริกิติ์,"6,113","3,262.84",2.91,27.08,North
121779,2017-02-24,เขื่อนกิ่วลม,81,77.20,0.54,1.50,North
121781,2017-02-24,เขื่อนกิ่วคอหมา,151,145.12,0.14,0.27,North
121782,2017-02-24,เขื่อนแควน้อย,590,547.25,0.64,5.18,North
121824,2017-02-25,เขื่อนภูมิพล,"6,468","2,667.83",1.52,11.00,North
121825,2017-02-25,เขื่อนสิริกิติ์,"6,088","3,237.71",2.85,26.97,North
121827,2017-02-25,เขื่อนกิ่วลม,80,76.09,0.43,1.53,North
121829,2017-02-25,เขื่อนกิ่วคอหมา,151,144.98,0.13,0.27,North
121830,2017-02-25,เขื่อนแควน้อย,585,541.97,0.0,5.18,North
121872,2017-02-26,เขื่อนภูมิพล,"6,454","2,654.02",0.0,11.16,North
121873,2017-02-26,เขื่อนสิริกิติ์,"6,063","3,212.64",3.12,27.19,North
121875,2017-02-26,เขื่อนกิ่วลม,79,75.13,0.56,1.52,North
121877,2017-02-26,เขื่อนกิ่วคอหมา,151,144.85,0.13,0.27,North
121878,2017-02-26,เขื่อนแควน้อย,580,537.08,0.36,5.18,North
121920,2017-02-27,เขื่อนภูมิพล,"6,443","2,643.32",1.43,11.00,North
121921,2017-02-27,เขื่อนสิริกิติ์,"6,038","3,187.62",3.05,27.07,North
121923,2017-02-27,เขื่อนกิ่วลม,78,74.03,0.42,1.52,North
121925,2017-02-27,เขื่อนกิ่วคอหมา,151,144.71,0.13,0.26,North
121926,2017-02-27,เขื่อนแควน้อย,576,532.60,0.77,5.18,North
121968,2017-02-28,เขื่อนภูมิพล,"6,431","2,631.15",0.0,11.00,North
121969,2017-02-28,เขื่อนสิริกิติ์,"6,013","3,162.65",3.18,27.15,North
121971,2017-02-28,เขื่อนกิ่วลม,77,72.99,0.47,1.51,North
121973,2017-02-28,เขื่อนกิ่วคอหมา,151,144.58,0.13,0.26,North
121974,2017-02-28,เขื่อนแควน้อย,569,526.20,0.22,6.55,North
122016,2017-03-01,เขื่อนภูมิพล,"6,418","2,617.53",0.0,11.00,North
122017,2017-03-01,เขื่อนสิริกิติ์,"5,988","3,137.73",3.3,27.22,North
122019,2017-03-01,เขื่อนกิ่วลม,75,71.90,0.51,1.60,North
122021,2017-03-01,เขื่อนกิ่วคอหมา,150,144.18,0.0,0.36,North
122022,2017-03-01,เขื่อนแควน้อย,562,519.16,0.0,6.91,North
122064,2017-03-02,เขื่อนภูมิพล,"6,405","2,605.48",0.28,11.00,North
122065,2017-03-02,เขื่อนสิริกิติ์,"5,963","3,112.86",3.19,27.06,North
122067,2017-03-02,เขื่อนกิ่วลม,74,70.34,0.44,2.00,North
122069,2017-03-02,เขื่อนกิ่วคอหมา,150,143.77,0.0,0.37,North
122070,2017-03-02,เขื่อนแควน้อย,556,512.76,0.59,6.91,North
122112,2017-03-03,เขื่อนภูมิพล,"6,393","2,593.49",0.34,11.00,North
122113,2017-03-03,เขื่อนสิริกิติ์,"5,938","3,088.05",3.19,27.00,North
122115,2017-03-03,เขื่อนกิ่วลม,72,68.80,0.5,2.04,North
122117,2017-03-03,เขื่อนกิ่วคอหมา,150,143.37,0.0,0.39,North
122118,2017-03-03,เขื่อนแควน้อย,551,507.64,0.14,5.18,North
122160,2017-03-04,เขื่อนภูมิพล,"6,382","2,581.56",0.43,11.00,North
122161,2017-03-04,เขื่อนสิริกิติ์,"5,913","3,063.29",2.5,26.27,North
122163,2017-03-04,เขื่อนกิ่วลม,71,67.67,0.73,1.86,North
122165,2017-03-04,เขื่อนกิ่วคอหมา,149,142.83,0.0,0.41,North
122166,2017-03-04,เขื่อนแควน้อย,545,502.05,0.0,5.18,North
122208,2017-03-05,เขื่อนภูมิพล,"6,370","2,569.68",0.48,11.00,North
122209,2017-03-05,เขื่อนสิริกิติ์,"5,887","3,036.53",1.51,27.28,North
122211,2017-03-05,เขื่อนกิ่วลม,70,66.43,0.54,1.77,North
122213,2017-03-05,เขื่อนกิ่วคอหมา,149,142.56,0.02,0.29,North
122214,2017-03-05,เขื่อนแควน้อย,540,497.10,0.3,5.18,North
122256,2017-03-06,เขื่อนภูมิพล,"6,358","2,557.87",0.53,11.00,North
122257,2017-03-06,เขื่อนสิริกิติ์,"5,860","3,009.82",1.34,27.06,North
122259,2017-03-06,เขื่อนกิ่วลม,69,65.09,0.42,1.76,North
122261,2017-03-06,เขื่อนกิ่วคอหมา,148,142.16,0.0,0.26,North
122262,2017-03-06,เขื่อนแควน้อย,535,492.48,0.63,5.18,North
122304,2017-03-07,เขื่อนภูมิพล,"6,346","2,546.11",0.7,11.00,North
122305,2017-03-07,เขื่อนสิริกิติ์,"5,833","2,983.18",1.68,27.34,North
122307,2017-03-07,เขื่อนกิ่วลม,68,64.26,0.43,1.27,North
122309,2017-03-07,เขื่อนกิ่วคอหมา,148,141.89,0.0,0.26,North
122310,2017-03-07,เขื่อนแควน้อย,530,486.87,0.0,5.18,North
122352,2017-03-08,เขื่อนภูมิพล,"6,336","2,535.87",2.21,11.00,North
122353,2017-03-08,เขื่อนสิริกิติ์,"5,807","2,956.61",1.44,27.03,North
122355,2017-03-08,เขื่อนกิ่วลม,68,64.14,0.67,0.79,North
122357,2017-03-08,เขื่อนกิ่วคอหมา,148,141.62,0.0,0.23,North
122358,2017-03-08,เขื่อนแควน้อย,524,480.93,0.0,5.18,North
122400,2017-03-09,เขื่อนภูมิพล,"6,324","2,524.22",0.61,11.00,North
122401,2017-03-09,เขื่อนสิริกิติ์,"5,776","2,926.02",0.61,30.22,North
122403,2017-03-09,เขื่อนกิ่วลม,67,63.90,0.53,0.77,North
122405,2017-03-09,เขื่อนกิ่วคอหมา,147,141.22,0.0,0.19,North
122406,2017-03-09,เขื่อนแควน้อย,518,474.66,0.2,6.41,North
122448,2017-03-10,เขื่อนภูมิพล,"6,313","2,512.63",1.05,11.00,North
122449,2017-03-10,เขื่อนสิริกิติ์,"5,746","2,895.51",0.65,30.18,North
122451,2017-03-10,เขื่อนกิ่วลม,67,63.78,0.65,0.77,North
