,date,Name,WaterVol,Useable_WaterVol,Input_WaterVol,Output_WaterVol,location
77009,2014-07-21,เขื่อนทับเสลา,25,8.00,0.0,0,Center
77010,2014-07-21,เขื่อนเจ้าพระยา,15.87/5.82*,,,63**,Center
77054,2014-07-22,เขื่อนป่าสักฯ,75,72.00,5.79,1.05,Center
77056,2014-07-22,เขื่อนทับเสลา,25,8.00,0.0,0,Center
77057,2014-07-22,เขื่อนเจ้าพระยา,15.8/3.24*,,,5**,Center
77101,2014-07-23,เขื่อนป่าสักฯ,78,75.00,4.12,1.05,Center
77103,2014-07-23,เขื่อนทับเสลา,25,8.00,0.0,0,Center
77104,2014-07-23,เขื่อนเจ้าพระยา,15.63/5.6*,,,50**,Center
77148,2014-07-24,เขื่อนป่าสักฯ,80,77.00,3.29,1.05,Center
77150,2014-07-24,เขื่อนทับเสลา,25,8.00,0.0,0,Center
77151,2014-07-24,เขื่อนเจ้าพระยา,15.47/5.6*,,,50**,Center
77195,2014-07-25,เขื่อนป่าสักฯ,82,79.00,3.29,1.05,Center
77197,2014-07-25,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77198,2014-07-25,เขื่อนเจ้าพระยา,15.36/5.6*,,,50**,Center
77242,2014-07-26,เขื่อนป่าสักฯ,84,81.00,2.88,1.06,Center
77244,2014-07-26,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77245,2014-07-26,เขื่อนเจ้าพระยา,15.15/5.6*,,,16.34**,Center
77289,2014-07-27,เขื่อนป่าสักฯ,85,82.00,2.46,1.06,Center
77291,2014-07-27,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77292,2014-07-27,เขื่อนเจ้าพระยา,15.15/5.6*,,,16.34**,Center
77336,2014-07-28,เขื่อนป่าสักฯ,87,84.00,3.3,1.06,Center
77338,2014-07-28,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77339,2014-07-28,เขื่อนเจ้าพระยา,15.15/5.6*,,,16.34**,Center
77383,2014-07-29,เขื่อนป่าสักฯ,88,85.00,2.47,1.06,Center
77385,2014-07-29,เขื่อนทับเสลา,25,8.00,0.03,0.03,Center
77386,2014-07-29,เขื่อนเจ้าพระยา,15.19/5.6*,,,50**,Center
77430,2014-07-30,เขื่อนป่าสักฯ,90,87.00,2.47,1.06,Center
77432,2014-07-30,เขื่อนทับเสลา,25,8.00,0.03,0.03,Center
77433,2014-07-30,เขื่อนเจ้าพระยา,15.57/5.6*,,,50**,Center
77477,2014-07-31,เขื่อนป่าสักฯ,90,87.00,2.06,1.06,Center
77479,2014-07-31,เขื่อนทับเสลา,25,8.00,0.03,0.03,Center
77480,2014-07-31,เขื่อนเจ้าพระยา,15.93/5.6*,,,50**,Center
77524,2014-08-01,เขื่อนป่าสักฯ,91,88.00,2.07,1.06,Center
77526,2014-08-01,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77527,2014-08-01,เขื่อนเจ้าพระยา,16.11/5.6*,,,50**,Center
77571,2014-08-02,เขื่อนป่าสักฯ,92,89.00,2.06,1.06,Center
77573,2014-08-02,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77574,2014-08-02,เขื่อนเจ้าพระยา,16.29/5.84*,,,55**,Center
77618,2014-08-03,เขื่อนป่าสักฯ,95,92.00,4.22,1.07,Center
77620,2014-08-03,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77621,2014-08-03,เขื่อนเจ้าพระยา,16.29/5.84*,,,65**,Center
77665,2014-08-04,เขื่อนป่าสักฯ,96,93.00,2.5,1.07,Center
77667,2014-08-04,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77668,2014-08-04,เขื่อนเจ้าพระยา,16.39/5.92*,,,70**,Center
77712,2014-08-05,เขื่อนป่าสักฯ,97,94.00,1.64,1.07,Center
77714,2014-08-05,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77715,2014-08-05,เขื่อนเจ้าพระยา,16.39/5.92*,,,70**,Center
77759,2014-08-06,เขื่อนป่าสักฯ,97,94.00,1.22,1.07,Center
77761,2014-08-06,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77762,2014-08-06,เขื่อนเจ้าพระยา,16.27/5.92*,,,70**,Center
77806,2014-08-07,เขื่อนป่าสักฯ,96,93.00,0.0,1.07,Center
77808,2014-08-07,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77809,2014-08-07,เขื่อนเจ้าพระยา,16.15/5.77*,,,60**,Center
77853,2014-08-08,เขื่อนป่าสักฯ,97,94.00,1.64,1.07,Center
77855,2014-08-08,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77856,2014-08-08,เขื่อนเจ้าพระยา,16.15/5.7*,,,55**,Center
77900,2014-08-09,เขื่อนป่าสักฯ,98,95.00,2.51,1.07,Center
77902,2014-08-09,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77903,2014-08-09,เขื่อนเจ้าพระยา,16.17/5.7*,,,55**,Center
77947,2014-08-10,เขื่อนป่าสักฯ,101,98.00,3.83,1.10,Center
77949,2014-08-10,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77950,2014-08-10,เขื่อนเจ้าพระยา,16.25/5.77*,,,60**,Center
77994,2014-08-11,เขื่อนป่าสักฯ,105,102.00,5.98,1.12,Center
77996,2014-08-11,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
77997,2014-08-11,เขื่อนเจ้าพระยา,16.45/5.99*,,,75**,Center
78041,2014-08-12,เขื่อนป่าสักฯ,111,108.00,6.44,1.12,Center
78043,2014-08-12,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
78044,2014-08-12,เขื่อนเจ้าพระยา,16.5/7.28*,,,178**,Center
78088,2014-08-13,เขื่อนป่าสักฯ,115,112.00,6.0,1.10,Center
78090,2014-08-13,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
78091,2014-08-13,เขื่อนเจ้าพระยา,16.5/7.7*,,,226**,Center
78135,2014-08-14,เขื่อนป่าสักฯ,119,116.00,5.16,1.12,Center
78137,2014-08-14,เขื่อนทับเสลา,25,8.00,0.0,0.03,Center
78138,2014-08-14,เขื่อนเจ้าพระยา,16.5/7.54*,,,207**,Center
78182,2014-08-15,เขื่อนป่าสักฯ,125,122.00,7.31,1.12,Center
78184,2014-08-15,เขื่อนทับเสลา,24,7.00,0.0,0.03,Center
78185,2014-08-15,เขื่อนเจ้าพระยา,16.5/7.57*,,,210**,Center
78229,2014-08-16,เขื่อนป่าสักฯ,129,126.00,5.16,1.11,Center
78231,2014-08-16,เขื่อนทับเสลา,24,7.00,0.0,0.03,Center
78232,2014-08-16,เขื่อนเจ้าพระยา,16.5/7.7*,,,226**,Center
78276,2014-08-17,เขื่อนป่าสักฯ,136,133.00,8.26,1.12,Center
78278,2014-08-17,เขื่อนทับเสลา,24,7.00,0.0,0.03,Center
78279,2014-08-17,เขื่อนเจ้าพระยา,16.5/7.6*,,,214**,Center
78323,2014-08-18,เขื่อนป่าสักฯ,145,142.00,10.54,1.10,Center
78325,2014-08-18,เขื่อนทับเสลา,24,7.00,0.08,0.03,Center
78326,2014-08-18,เขื่อนเจ้าพระยา,16.5/7.74*,,,231**,Center
78370,2014-08-19,เขื่อนป่าสักฯ,155,152.00,11.33,1.12,Center
78372,2014-08-19,เขื่อนทับเสลา,24,7.00,0.03,0.03,Center
78373,2014-08-19,เขื่อนเจ้าพระยา,16.5/8.19*,,,294**,Center
78417,2014-08-20,เขื่อนป่าสักฯ,165,162.00,10.54,1.09,Center
78419,2014-08-20,เขื่อนทับเสลา,24,7.00,0.0,0,Center
78420,2014-08-20,เขื่อนเจ้าพระยา,16.5/7.85*,,,245**,Center
78464,2014-08-21,เขื่อนป่าสักฯ,174,171.00,10.56,1.10,Center
78466,2014-08-21,เขื่อนทับเสลา,25,8.00,0.05,0,Center
78467,2014-08-21,เขื่อนเจ้าพระยา,16.5/8.06*,,,274**,Center
78511,2014-08-22,เขื่อนป่าสักฯ,184,181.00,10.95,0.72,Center
78513,2014-08-22,เขื่อนทับเสลา,25,8.00,0.06,0,Center
78514,2014-08-22,เขื่อนเจ้าพระยา,16.5/8.25*,,,303**,Center
78558,2014-08-23,เขื่อนป่าสักฯ,194,191.00,10.97,0.73,Center
78560,2014-08-23,เขื่อนทับเสลา,25,8.00,0.06,0,Center
78561,2014-08-23,เขื่อนเจ้าพระยา,16.4/8.6*,,,360**,Center
78605,2014-08-24,เขื่อนป่าสักฯ,202,199.00,8.67,0.74,Center
78607,2014-08-24,เขื่อนทับเสลา,25,8.00,0.06,0,Center
78608,2014-08-24,เขื่อนเจ้าพระยา,16.3/8.65*,,,369**,Center
78652,2014-08-25,เขื่อนป่าสักฯ,211,208.00,10.23,0.75,Center
78654,2014-08-25,เขื่อนทับเสลา,26,9.00,0.65,0,Center
78655,2014-08-25,เขื่อนเจ้าพระยา,16.2/9.09*,,,452**,Center
78699,2014-08-26,เขื่อนป่าสักฯ,216,213.00,6.39,0.75,Center
78701,2014-08-26,เขื่อนทับเสลา,26,9.00,0.2,0,Center
78702,2014-08-26,เขื่อนเจ้าพระยา,16.2/8.96*,,,427**,Center
78746,2014-08-27,เขื่อนป่าสักฯ,228,225.00,13.34,0.76,Center
78748,2014-08-27,เขื่อนทับเสลา,26,9.00,0.06,0,Center
78749,2014-08-27,เขื่อนเจ้าพระยา,16.2/8.88*,,,412**,Center
78793,2014-08-28,เขื่อนป่าสักฯ,238,235.00,10.27,0.77,Center
78795,2014-08-28,เขื่อนทับเสลา,27,10.00,0.84,0,Center
78796,2014-08-28,เขื่อนเจ้าพระยา,16.2/8.76*,,,389**,Center
78840,2014-08-29,เขื่อนป่าสักฯ,248,245.00,11.01,0.73,Center
78842,2014-08-29,เขื่อนทับเสลา,27,10.00,0.19,0,Center
78843,2014-08-29,เขื่อนเจ้าพระยา,16.2/8.67*,,,373**,Center
78887,2014-08-30,เขื่อนป่าสักฯ,256,253.00,9.48,0.74,Center
78889,2014-08-30,เขื่อนทับเสลา,27,10.00,0.19,0,Center
78890,2014-08-30,เขื่อนเจ้าพระยา,16.2/8.76*,,,389**,Center
78934,2014-08-31,เขื่อนป่าสักฯ,265,262.00,10.27,0.74,Center
78936,2014-08-31,เขื่อนทับเสลา,27,10.00,0.19,0,Center
78937,2014-08-31,เขื่อนเจ้าพระยา,16.2/8.74*,,,386**,Center
78981,2014-09-01,เขื่อนป่าสักฯ,276,273.00,11.82,0.75,Center
78983,2014-09-01,เขื่อนทับเสลา,28,11.00,0.13,0,Center
78984,2014-09-01,เขื่อนเจ้าพระยา,16.2/9.15*,,,463**,Center
79028,2014-09-02,เขื่อนป่าสักฯ,296,293.00,20.7,0.76,Center
79030,2014-09-02,เขื่อนทับเสลา,28,11.00,0.38,0,Center
79031,2014-09-02,เขื่อนเจ้าพระยา,16/9.65*,,,567**,Center
79075,2014-09-03,เขื่อนป่าสักฯ,316,313.00,21.02,0.73,Center
79077,2014-09-03,เขื่อนทับเสลา,29,12.00,1.1,0,Center
79078,2014-09-03,เขื่อนเจ้าพระยา,16/9.95*,,,631**,Center
79122,2014-09-04,เขื่อนป่าสักฯ,350,347.00,35.46,0.76,Center
79124,2014-09-04,เขื่อนทับเสลา,30,13.00,0.32,0,Center
79125,2014-09-04,เขื่อนเจ้าพระยา,15.8/10.66*,,,792**,Center
79169,2014-09-05,เขื่อนป่าสักฯ,364,361.00,14.4,0.77,Center
79171,2014-09-05,เขื่อนทับเสลา,30,13.00,0.07,0,Center
79172,2014-09-05,เขื่อนเจ้าพระยา,15.8/11.05*,,,889**,Center
79216,2014-09-06,เขื่อนป่าสักฯ,409,406.00,47.03,1.76,Center
79218,2014-09-06,เขื่อนทับเสลา,30,13.00,0.06,0,Center
79219,2014-09-06,เขื่อนเจ้าพระยา,15.8/11.5*,,,1009**,Center
79263,2014-09-07,เขื่อนป่าสักฯ,436,433.00,30.26,4.36,Center
79265,2014-09-07,เขื่อนทับเสลา,30,13.00,0.06,0,Center
79266,2014-09-07,เขื่อนเจ้าพระยา,16/11.46*,,,998**,Center
79310,2014-09-08,เขื่อนป่าสักฯ,460,457.00,31.68,6.91,Center
79312,2014-09-08,เขื่อนทับเสลา,30,13.00,0.07,0,Center
79313,2014-09-08,เขื่อนเจ้าพระยา,16.06/11.54*,,,1020**,Center
79357,2014-09-09,เขื่อนป่าสักฯ,483,480.00,30.6,6.93,Center
79359,2014-09-09,เขื่อนทับเสลา,30,13.00,0.07,0,Center
79360,2014-09-09,เขื่อนเจ้าพระยา,15.95/11.65*,,,1050**,Center
79404,2014-09-10,เขื่อนป่าสักฯ,507,504.00,32.34,8.66,Center
79406,2014-09-10,เขื่อนทับเสลา,30,13.00,0.77,0,Center
79407,2014-09-10,เขื่อนเจ้าพระยา,15.84/11.65*,,,1050**,Center
79451,2014-09-11,เขื่อนป่าสักฯ,532,529.00,34.71,8.66,Center
79453,2014-09-11,เขื่อนทับเสลา,31,14.00,0.53,0,Center
79454,2014-09-11,เขื่อนเจ้าพระยา,15.8/11.5*,,,1035**,Center
79498,2014-09-12,เขื่อนป่าสักฯ,555,552.00,35.46,13.00,Center
79500,2014-09-12,เขื่อนทับเสลา,32,15.00,0.53,0,Center
79501,2014-09-12,เขื่อนเจ้าพระยา,15.82/11.26*,,,997**,Center
79545,2014-09-13,เขื่อนป่าสักฯ,568,565.00,30.96,17.32,Center
79547,2014-09-13,เขื่อนทับเสลา,32,15.00,0.31,0,Center
79548,2014-09-13,เขื่อนเจ้าพระยา,15.7/10.96*,,,936**,Center
79592,2014-09-14,เขื่อนป่าสักฯ,579,576.00,30.99,21.68,Center
79594,2014-09-14,เขื่อนทับเสลา,32,15.00,0.31,0,Center
79595,2014-09-14,เขื่อนเจ้าพระยา,15.7/10.67*,,,836**,Center
79639,2014-09-15,เขื่อนป่าสักฯ,585,582.00,27.58,21.67,Center
79641,2014-09-15,เขื่อนทับเสลา,33,16.00,0.62,0,Center
79642,2014-09-15,เขื่อนเจ้าพระยา,15.7/10.41*,,,793**,Center
79686,2014-09-16,เขื่อนป่าสักฯ,590,587.00,25.63,19.07,Center
79688,2014-09-16,เขื่อนทับเสลา,33,16.00,0.16,0,Center
79689,2014-09-16,เขื่อนเจ้าพระยา,15.7/10.17*,,,733**,Center
79733,2014-09-17,เขื่อนป่าสักฯ,592,589.00,20.04,17.34,Center
79735,2014-09-17,เขื่อนทับเสลา,33,16.00,0.08,0,Center
79736,2014-09-17,เขื่อนเจ้าพระยา,15.7/10.04*,,,702**,Center
79780,2014-09-18,เขื่อนป่าสักฯ,590,587.00,15.6,15.58,Center
79782,2014-09-18,เขื่อนทับเสลา,33,16.00,0.07,0,Center
